nombre_obra,arquitecto,año_construccion,latitud,longitud,importancia,id,añadido_por,categoria,visitable,foto_url,enlace_url,estado_acceso
"Escalera de la Granja, Toledo",José Antonio Martínez Lapeña & Elías Torres,2000,39.861177,-4.028157,1,AV011,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/escalera-de-la-granja,exterior_visible
"Piscinas Cubiertas, La Coruña",Francisco Mangado,2000,43.349127,-8.404633,1,AV012,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/piscinas-cubiertas,exterior_visible
"Piscina cubierta, La Vall d’Uixò",MTM arquitectos,2000,39.818155,-0.231469,1,AV013,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/piscina-cubierta,exterior_visible
"Campus de la Ciutadella de la UPF, Barcelona",MBM Arquitectes,2000,41.388921,2.191672,1,AV014,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/facultad-de-derecho,exterior_visible
"Aulario universitario, Alicante",Javier García-Solera,2000,38.381889,-0.508206,1,AV015,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/aulario-universitario,exterior_visible
"Ampliación de oficinas, La coruña","Carlos Quintáns, Antonio Raya, Cristóbal Crespo",2000,43.356572,-8.42276,1,AV016,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/ampliacion-de-oficinas,exterior_visible
"Escuela taller, Casillas",Javier Peña,2000,38.004861,-1.101201,1,AV017,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/escuela-taller,exterior_visible
"Edificio de oficinas, Escombreras",CHS arquitectos,2000,37.580897,-0.922886,1,AV018,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/edificio-de-oficinas-en-escombreras,exterior_visible
"Viviendas sociales en la calle Sicilia, Madrid",Nieto Sobejano Arquitectos,2000,40.40103,-3.666693,1,AV019,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/viviendas-sociales,exterior_visible
"Bloque residencial, Berriozar ","Tabuenca & Leache, Tabuenca & Saralegui",2000,42.833025,-1.670059,1,AV020,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/bloque-residencial,exterior_visible
"Casa para una peluquera, La Canya ",RCR Arquitectes,2000,42.211016,2.489906,1,AV021,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/casa-para-una-peluquera,exterior_visible
"Caja General de Ahorros, Granada",Alberto Campo Baeza,1992 - 2001,37.160823,-3.606211,1,AV022,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/caja-general-de-ahorros,exterior_visible
Sede local de la Xunta de Galicia,Bonell & Gil,2001,42.240855,-8.720156,1,AV023,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/sede-local-de-la-xunta-de-galicio,exterior_visible
"Auditorio, Ciudad de León",Mansilla + Tuñón,2001,42.60263,-5.578943,1,AV024,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/auditorio-ciudad-de-leon,exterior_visible
"Museo y sala polivalente, Colmenar",Aranguren + Gallegos Arquitectos,2001,40.65773,-3.766901,1,AV025,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/museo-y-sala-polivalente,exterior_visible
"Centro de interpretación Peñaranda, Burgos",ODImásP,2001,41.690012,-3.481852,1,AV026,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/centro-de-interpretacion,exterior_visible
"Ampliación del Museo de Bellas Artes, Bilbao",Luis María Uriarte,2001,43.265428,-2.93818,1,AV027,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/ampliacion-del-museo-de-bellas-artes,exterior_visible
"Museo del Mar, Vigo ","Aldo Rossi, César Portela",2001,42.224581,-8.769847,1,AV028,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/museo-del-mar,exterior_visible
"Aulario médico, El Palmar","Sancho-Madridejos, AH Alonso & Hernández",2001,37.930574,-1.16414,1,AV029,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/aulario-medico,exterior_visible
"Edificio universitario, Mérida","Ábalos & Herreros, Ángel Jaramillo",2001,38.907113,-6.338332,1,AV030,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/edificio-universitario,exterior_visible
"Aulario universitario, Espinardo","Martín Lejarraga, Francisco Ruiz-Gijón",2001,38.016715,-1.170198,1,AV031,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/aulario-universitario-1,exterior_visible
"Colegio público, Alcázar de San Juan",Vicens & Ramos,2001,39.388564,-3.2103,1,AV032,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/colegio-publico,exterior_visible
"Estadio de atletismo y pabellón 2x1, Olot",RCR Arquitectes,1991 - 2001,42.172195,2.466114,1,AV033,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/pista-atletica-rural,exterior_visible
"Polideportivo, Manzaneda",Alfonso Penela,2001,42.272633,-7.290642,1,AV034,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/polideportivo,exterior_visible
"Centro de salud, Lérida",Fité & Mejón,2001,41.610172,0.63003,1,AV035,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/centro-de-salud,exterior_visible
"Centro de salud,  Buñuel",ByE arquitectos,2001,41.978314,-1.442699,1,AV036,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/centro-de-salud-1,exterior_visible
"Estadio municipal de fútbol, Jaén",Rubiño García Márquez Arquitectos,2001,37.77544,-3.767588,1,AV037,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/estadio-municipal-de-futbol,exterior_visible
"Parque del Casino de la Reina, Madrid",Matos Castillo,2001,40.406305,-3.705055,1,AV038,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/parque-del-casino-de-la-reina,exterior_visible
"Plaza y tanatorio municipal, León","Jordi Badia, Josep Val",2001,42.6055,-5.584986,1,AV039,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/plaza-y-tanatorio-municipal,exterior_visible
"Viviendas MU, Urretxu",aceboXalonso Studio,2001,43.089551,-2.320356,1,AV040,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/viviendas-mu,exterior_visible
"Viviendas Laurel, Santa Cruz de Tenerife",AMP Arquitectos,2001,28.466559,-16.256914,1,AV041,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/viviendas-laurel,exterior_visible
"Viviendas sociales en Aktur Lakua, Vitoria","Francisco Mangado, Roberto Ercilla, Miguel Ángel Campo",2001,42.865134,-2.69881,1,AV042,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/viviendas-sociales-en-aktur-lakua,exterior_visible
"Viviendas sociales junto a la SE 30, Sevilla",Nieto Sobejano Arquitectos,2001,37.373621,-5.944906,1,AV043,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/viviendas-sociales-junto-a-la-se-30,exterior_visible
"Museo Jorge Oteiza, Alzuza",Francisco Javier Sáenz de Oíza,2002,42.838034,-1.565819,1,AV044,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/fundacion-jorge-oteiza,exterior_visible
"Biblioteca pública de Usera, Madrid","Ábalos & Herreros, Ángel Jaramillo",2002,40.381841,-3.710551,1,AV045,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/biblioteca-publica-de-usera,exterior_visible
"Centro de Artes Escénicas, Salamanca",Mariano Bayón,2002,40.959992,-5.652306,1,AV046,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/centro-de-artes-escenicas,exterior_visible
"Teatro-auditorio, Guadalajara","Rojo Fernández-Shaw, Ángel Verdasco",2002,40.631178,-3.172591,1,AV047,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/teatro-auditorio-de-guadalajara,exterior_visible
"Archivo General de Navarra, Pamplona",Rafael Moneo,2002,42.82037,-1.64443,1,AV048,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/archivo-general-de-navarra,exterior_visible
"Archivo y Biblioteca Regional, Madrid",Mansilla + Tuñón,1994 - 2002,40.400131,-3.690545,1,AV049,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/archivo-y-biblioteca-regional-de-madrid,exterior_visible
"Ampliación del Palau de la Música, Valencia",Eduardo de Miguel ,2002,39.465938,-0.360164,1,AV050,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/ampliacion-del-palau-de-la-musica,exterior_visible
"Aulario y pabellón deportivo, Madrid",Junquera arquitectos,2002,40.470562,-3.766328,1,AV051,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/aulario-y-pabellon-deportivo,exterior_visible
"Instituto Botánico, Barcelona",Carlos Ferrater,2002,41.362137,2.160759,1,AV052,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/instituto-botanico,exterior_visible
"Ayuntamiento de Benidorm, Alicante","José Luis Camarasa, AMP Arquitectos",2002,38.539475,-0.128513,1,AV053,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/ayuntamiento-de-benidorm,exterior_visible
"Puente para el AVE, Osera de Ebro ",Javier Manterola,2002,41.517352,-0.574153,1,AV054,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/puente-para-el-ave,exterior_visible
"Pasarela en Abandoibarra, Bilbao","Lorenzo Fernández-Ordóñez, Francisco Millanes",2002,43.269817,-2.936877,1,AV055,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/pasarela-en-abandoibarra,exterior_visible
"Colegio Miravalles, Cizur Menor ",Juan Miguel Otxotorena,2002,42.790564,-1.68275,1,AV056,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/colegio-miravalles,exterior_visible
"Instituto en  Villanueva del Río y Minas, Sevilla","Javier Terrados, Fernando Suárez Corchete",2002,37.653935,-5.709586,1,AV057,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/instituto,exterior_visible
"Escuela politécnica en Boadilla del Monte, Madrid","Iñaqui Carnicero, Alejandro Virseda, Miguel Ángel Cámara",2002,40.399824,-3.835296,1,AV058,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/escuela-politecnica,exterior_visible
"Escuelas universitarias, Huelva",Carrascal-Fernandez de la Puente arquitectos,2002,37.273825,-6.925299,1,AV059,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/escuelas-universitarias,exterior_visible
"Centro de juventud, Quart de Poblet ",Alfredo Payá Benedito / Noname 29,2002,39.483314,-0.443158,1,AV060,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/centro-de-juventud,exterior_visible
"Hogar del jubilado, Santa Marta de Tormes",Jesús Aparicio,2002,40.952031,-5.627903,1,AV061,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/hogar-del-jubilado,exterior_visible
"Palacio de Deportes, Jerez de la Frontera ",Ramón González de la Peña,2002,36.693259,-6.116775,1,AV062,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/palacio-de-deportes,exterior_visible
"Polideportivo universitario, Castellón",Basilio Tobías Pintre,2002,39.994145,-0.071304,1,AV063,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/polideportivo-universitario,exterior_visible
"Viviendas en una vaquería, Santiago",Víctor López Cotelo,1998 - 2002,42.882092,-8.551427,1,AV064,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/viviendas-en-una-vaqueria,exterior_visible
"Casas autoconstruidas, El Puerto de Sta. María",Pico & López,2002,36.613203,-6.166564,1,AV065,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/casas-autoconstruidas,exterior_visible
"Viviendas sociales, Madrid",Rueda & Pizarro,2002,40.401834,-3.687652,1,AV066,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/viviendas-sociales-1-5,exterior_visible
Viviendas y locales comerciales,Joan Pascual,2002,41.439163,2.163757,1,AV067,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/viviendas-y-locales-comerciales,exterior_visible
"Palacio de Congresos y Exposiciones, Mérida",Nieto Sobejano Arquitectos,2003,38.91783,-6.358425,1,AV068,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/palacio-de-congresos-y-exposiciones,exterior_visible
"Palacio de Congresos y Auditorio de Navarra, Pamplona",Francisco Mangado,1999 - 2003,42.813557,-1.647827,1,AV069,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/palacio-de-congresos-y-auditorio,exterior_visible
"Auditorio, Santa Cruz de Tenerife",Santiago Calatrava,2003,28.456235,-16.251333,1,AV070,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/auditorio-de-tenerife,exterior_visible
"Estación intermodal, Zaragoza","Carlos Ferrater, José María Valero",2003,41.658473,-0.910703,1,AV071,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/estacion-intermodal,exterior_visible
"Estación de autobuses, Casar",Justo García Rubio,2003,39.560886,-6.415068,1,AV072,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/estacion-de-autobuses,exterior_visible
"Estadio de fútbol Lasesarre, Baracaldo",NO.MAD,2003,43.302975,-2.986557,1,AV073,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/estadio-de-futbol,exterior_visible
"Pabellón polideportivo, Madrid","Ábalos & Herreros, Ángel Jaramillo",2003,40.412351,-3.686479,1,AV074,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/pabellon-polideportivo,exterior_visible
Hospital Materno Infantil Gregorio Marañón en Madrid,"Rafael Moneo, José María de la Mata",1997 - 2003,40.420703,-3.672279,1,AV075,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/hospital-materno-infantil,exterior_visible
"Museo Arqueológico, Almería",Paredes Pedrosa Arquitectos,1999 - 2004,36.838726,-2.455712,1,AV076,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/museo-arqueologico,exterior_visible
"Mercado municipal, Villajoyosa ",Solid Arquitectura,2003,38.507521,-0.23331,1,AV077,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/mercado-municipal,exterior_visible
"Ayuntamiento, Tomares",Guillermo Vázquez Consuegra,2003,37.373941,-6.045259,1,AV078,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/ayuntamiento-1,exterior_visible
"Centro cultural El Musical, Valencia",Eduardo de Miguel ,2003,39.464391,-0.332234,1,AV079,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/centro-cultural-el-musical,exterior_visible
"Centro universitario, Salamanca",Carlos Puente,2003,40.965897,-5.669625,1,AV080,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/centro-universitario,exterior_visible
"Biblioteca y aulario de la UNED, Madrid",José Ignacio Linazasoro,2003,40.408085,-3.703454,1,AV081,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/biblioteca-y-aulario,exterior_visible
"Remodelación del Paseo del Óvalo, Teruel","David Chipperfield Architects, b720 Fermín Vázquez Arquitectos",2003,40.34109,-1.108136,1,AV082,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/remodelacion-del-paseo-del-ovalo,exterior_visible
"Escuela de Altos Estudios Musicales, Santiago de Compostela",Ensamble Studio,2000 - 2003,42.887167,-8.546431,1,AV083,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/centro-de-altos-estudios-musicales,exterior_visible
"Biblioteca universitaria, Tarragona",José Antonio Martínez Lapeña & Elías Torres,2003,41.133154,1.243735,1,AV084,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/biblioteca-universitaria-9,exterior_visible
"Centro Europeo de Innovación, Armilla",martínezysoler,2003,37.147618,-3.608831,1,AV085,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/centro-europeo-de-innovacion,exterior_visible
"Campus universitario, Vigo",Miralles Tagliabue EMBT,1999 - 2004,42.170267,-8.683189,1,AV086,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/campus-universitario,exterior_visible
"67 Viviendas sociales en Carabanchel, Madrid",Aranguren + Gallegos Arquitectos,2003,40.364074,-3.755563,1,AV087,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/viviendas-sociales-1-10,exterior_visible
"Viviendas, locales y aparcamiento, Barcelona",Manuel Ruisánchez,2003,41.447672,2.183639,1,AV088,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/viviendas-locales-y-aparcamiento,exterior_visible
"Viviendas de alquiler, Madrid",Carvajal+Casariego Arquitectos,2003,40.343734,-3.692055,1,AV089,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/viviendas-de-alquiler,exterior_visible
"Ampliación del aeropuerto de Barajas, Madrid","Richard Rogers, Estudio Lamela",2004,40.491481,-3.591803,1,AV090,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/ampliacion-del-aeropuerto-barajas,exterior_visible
"Plaza y edificio Fòrum, Barcelona",Herzog & de Meuron,2001 - 2004,41.411013,2.221079,1,AV091,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/edificio-forum,exterior_visible
"Torre Agbar, Barcelona","Jean Nouvel, b720 Fermín Vázquez Arquitectos",2004,41.40354,2.189698,1,AV092,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/torre-agbar,exterior_visible
"Mercado de Santa Caterina, Barcelona",Miralles Tagliabue EMBT,1999 - 2005,41.38626,2.17839,1,AV093,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/mercado-de-santa-caterina,exterior_visible
"Centro de Arte Contemporáneo MUSAC, León",Mansilla + Tuñón,2004,42.606683,-5.582061,1,AV094,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/centro-de-arte-contemporaneo-musac,exterior_visible
"Auditorio y palacio de congresos, Castellón","Carlos Ferrater, Carlos Martín González, Jaime Sanahuja, Carlos Escura",2004,39.993512,-0.023977,1,AV095,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/auditorio-y-palacio-de-congresos,exterior_visible
"Explanada del Fòrum y pérgolas fotovoltaicas, Barcelona",José Antonio Martínez Lapeña & Elías Torres,2004,41.411712,2.225959,1,AV096,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/explanada-y-pergola-fotovoltaica,exterior_visible
"Parque y museo, Córdoba",Juan Navarro Baldeweg,2004,37.877785,-4.768205,1,AV097,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/parque-y-museo-en-cordoba,exterior_visible
"Parque de Cabecera, Valencia","Eduardo de Miguel , Vicente Corell Farinós",2004,39.475547,-0.407759,1,AV098,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/parque-de-cabecera,exterior_visible
"Plaza de Salvador Dalí, Madrid","Francesc Torres, Francisco Mangado",2004,40.424038,-3.674534,1,AV099,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/plaza-de-salvador-dali,exterior_visible
"Instituto La Orotava, Tenerife",AMP Arquitectos,2004,28.387368,-16.528318,1,AV100,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/instituto-la-orotava,exterior_visible
"Escuela de negocios, Huarte",Vaillo + Architects,2004,42.825184,-1.590513,1,AV101,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/escuela-de-negocios,exterior_visible
Ayuntamiento de Sant Pere de Ribes,Clotet & Paricio,2004,41.22646,1.747728,1,AV102,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/ayuntamiento-de-san-pere-de-ribes,exterior_visible
"Oficinas municipales, Jerez ","Antonio Martínez García, Juan Luis Trillo de Leyva",2004,36.679762,-6.139164,1,AV103,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/oficinas-municipales,exterior_visible
"Guardería Els Colors, Manlleu",RCR Arquitectes,2001 - 2004,42.004105,2.282049,1,AV104,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/guarderia-en-manlleu,exterior_visible
"Centro de salud, Miño",Irisarri + Piñera,2004,43.347411,-8.204113,1,AV105,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/centro-de-salud-1-2,exterior_visible
Piscina cubierta en Lepe,"Ignacio Laguillo, Harald Schöenegger",2004,37.261189,-7.207964,1,AV106,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/piscina-cubierta-en-lepe,exterior_visible
Torre de ascensores y oficinas en cartagena,"Martín Lejarraga, Amann-Cánovas-Maruri, Andrés Cánovas, Atxu Amann, Nicolás Maruri",2004,37.600168,-0.980952,1,AV107,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/torre-de-ascensores-y-oficinas,exterior_visible
"Plaza y torre Woermann, Las Palmas de Gran Canaria",Ábalos & Herreros,2004,28.145591,-15.429826,1,AV108,AV,Arquitectura,true,https://arquitecturaviva.com/assets/img/av_imagen.webp,https://arquitecturaviva.com/obras/plaza-y-torre-woermann,exterior_visible
